,attendant,ROI,DTW,PCC,CCC,RMSE,MAE
524,24.0,right temporal,2.492786298331992,0.2603693340020459,0.22710012934873647,5.079911158331748,31.915782900397346
525,24.0,left malar,2.3727511493546984,0.40211812460756724,0.348996715488115,4.315052911759515,26.447950256766173
526,24.0,right malar,2.1511510443917055,0.40440529012081045,0.3646216810714077,4.427053983408259,26.977986342429936
527,24.0,left lower cheek,2.679559510044559,0.1919676044183007,0.16792191755244604,5.746504200967423,35.74252311091301
528,24.0,right lower cheek,2.7921723868265955,0.3454274803123568,0.2686241465440879,4.815486991658611,29.09218775124799
529,24.0,chin,2.9332090141255804,0.26013123513388675,0.20481786616289696,5.486386981717372,34.87309165760312
530,24.0,left marionette fold,2.8422582473511895,0.199455375583179,0.15053167829196212,5.1037265855319704,29.065008245187308
531,24.0,right marionette fold,2.6350116818234475,0.23876311499965772,0.18886307708807917,5.331347163659442,33.95177007159324
532,25.0,lower medial forehead,2.150175535969109,0.23727271649889684,0.2184459665224554,2.79514980796493,9.630740296486488
533,25.0,left lower lateral forehead,2.0266011834373843,0.23650834720430833,0.21857477635552397,4.219430012645102,20.31678106751793
534,25.0,right lower lateral forehead,2.0759128384905288,0.24081903147597308,0.22127257652851196,3.7268320061597078,17.76456541041485
535,25.0,glabella,2.0766484210207468,0.27227342633595436,0.23982467624128107,2.2000777081597858,6.092266030337397
536,25.0,upper nasal dorsum,2.266073208926472,0.18287075878348363,0.1520306075463332,5.810879474026231,40.93335589436799
537,25.0,lower nasal dorsum,2.0989095766996155,0.1474474887572334,0.12947316614569798,7.986939899968354,67.19046197707033
538,25.0,soft triangle,2.201891022925583,0.22797172628577367,0.19285989939879686,6.788153382817697,52.363132561423456
539,25.0,left ala,2.3858168833130833,0.11897783371355761,0.0978641702882636,6.0421790516847755,41.90113771229327
540,25.0,right ala,2.158993392830696,0.15070753170352247,0.13517025311321512,7.425168876657066,56.53969901820062
541,25.0,nasal tip,2.248480110599149,0.15663414373006604,0.13001263142873964,7.2182052839351245,54.426264746892876
542,25.0,left lower nasal sidewall,2.200038155177196,0.1475883042397992,0.12881906377835534,6.706172343210098,45.75500266479224
543,25.0,right lower nasal sidewall,2.3285188751177595,0.10380607612157543,0.08651908808079743,7.665945030414096,63.92231539019821
544,25.0,left mid nasal sidewall,2.447306556821349,0.11634449902292474,0.09420456134442547,7.026185434653489,52.39267834334703
545,25.0,right mid nasal sidewall,2.2179737053479758,0.09255996844698375,0.08389453921558139,9.036361325069,82.43627465414002
546,25.0,philtrum,2.0923485821721117,0.17560010440206833,0.16565901788827178,4.176434304342181,21.05355375479982
547,25.0,left upper lip,2.351368648796544,0.12278690023425029,0.10228069799532982,5.592334967227315,32.69592846984025
548,25.0,right upper lip,2.1327349528615467,0.18061172801907172,0.1643633420943687,5.3351905319842965,29.781453002801037
549,25.0,left nasolabial fold,2.1725342172904214,0.20630965809613436,0.1840212396713467,4.355828739122736,26.04948622036278
550,25.0,right nasolabial fold,2.201831687206846,0.2293558922774371,0.20100245744191234,4.480967953039966,21.628706421928197
551,25.0,left temporal,2.2222829425978907,0.16635455188292864,0.13185290593320453,7.241406834444198,54.212490863251276
552,25.0,right temporal,2.4316205025691127,0.16751637053030333,0.12974076482234406,8.11071649703226,68.37155231158424
553,25.0,left malar,2.084099174497312,0.26490441795155717,0.24458696448961192,2.1510242764791068,5.568666926677355
554,25.0,right malar,2.0996120797345266,0.239544461695717,0.21400229609530955,3.24145467714374,14.91107809322244
555,25.0,left lower cheek,2.374234206428518,0.2161263648475505,0.18225350071285987,5.50636435011399,35.75132562062695
556,25.0,right lower cheek,2.199831413296505,0.2611605041822743,0.22869896846566434,2.5446662591564966,7.722995596517916
557,25.0,chin,2.139981903037462,0.27664282092972364,0.2518761802194978,3.0900969199583597,11.232460068355921
