,attendant,condition,ROI,DTW,PCC,CCC,RMSE,MAE
202,8.0,1.0,soft triangle,2.575357910715723,0.07928226008438588,0.0636151088109276,5.390542700561665,30.212458483878446
203,8.0,1.0,left ala,2.4744591561811653,0.10120219354167312,0.08028666083643603,5.307967673023827,29.32266859643623
204,8.0,1.0,right ala,2.953378149881912,0.0742663470595627,0.0517044252559138,5.211312560290538,28.122064353839995
205,8.0,1.0,nasal tip,2.6039720081100457,0.09759917501312555,0.07305462473798145,5.408676730776535,30.00961019135622
206,8.0,1.0,left lower nasal sidewall,2.5072546164454947,0.10400959305262215,0.08484351706994833,5.546422907843984,31.196820046915576
207,8.0,1.0,right lower nasal sidewall,2.7752740060199312,0.09897071635226311,0.07598900455369142,5.324398524446573,29.26824117153279
208,8.0,1.0,left mid nasal sidewall,2.733861909171937,0.08231643081098046,0.06331224238581254,5.431975438221737,30.238160953002787
209,8.0,1.0,right mid nasal sidewall,2.6966651659099887,0.09865522998889319,0.07675035135327539,5.28476928807297,28.721252773120778
210,8.0,1.0,philtrum,2.8031770905978024,0.12068779642305752,0.09614849040488412,5.300107785457513,28.676080419291853
211,8.0,1.0,left upper lip,2.8476758841793246,0.11005424604918083,0.08350014192790975,5.192217813768038,27.613951982668823
212,8.0,1.0,right upper lip,2.7435219956875088,0.11134907137142748,0.07533083121192982,5.381226251626816,29.629703790196466
213,8.0,1.0,left nasolabial fold,2.714899326677917,0.10301846017366294,0.08073398964495604,5.3191114593645175,28.895372868409662
214,8.0,1.0,right nasolabial fold,2.790677855749598,0.10630438627062268,0.0811408449589404,5.25804158534199,28.635802723815196
215,8.0,1.0,left temporal,2.716741086668771,0.08711601621391762,0.06811843400855017,5.549612699231966,32.340975910961234
216,8.0,1.0,right temporal,3.106002350151037,0.1122219819810272,0.07763205927055344,5.203164441144189,27.787815527686778
217,8.0,1.0,left malar,2.499808119885424,0.07829353843637891,0.06303299383752688,5.343647714567785,29.62391465337862
218,8.0,1.0,right malar,2.842939945092649,0.11250418187116293,0.08307656916758517,5.362541636444857,29.506389293820302
219,8.0,1.0,left lower cheek,2.7764668677576534,0.09849709647550706,0.07277045960758682,5.350845990418496,29.384702656492856
220,8.0,1.0,right lower cheek,2.579394305857194,0.09811417733111213,0.07645183610824478,5.283541364983012,28.569680010281996
221,8.0,1.0,chin,2.6317031684867147,0.10987936786692207,0.08256288322701219,5.35192978165328,29.685862508972807
222,8.0,1.0,left marionette fold,2.5874602714178807,0.1025930732836802,0.0769702773423431,5.244932923865817,28.6145023028583
223,8.0,1.0,right marionette fold,2.633552349500153,0.10006030434690363,0.08192587910428385,5.256967148362805,28.71843692488585
224,9.0,1.0,lower medial forehead,2.846451963173628,0.10130380778625385,0.0724526681498921,4.793200179024036,24.776647946391982
225,9.0,1.0,left lower lateral forehead,2.8044255396998152,0.09004230067424474,0.06465125084144012,4.554478990255814,22.58820550155588
226,9.0,1.0,right lower lateral forehead,2.817950517920384,0.1190198549394645,0.08617671462719394,4.6206017612457595,23.161507075533923
227,9.0,1.0,glabella,2.9873615702330616,0.10146607116753803,0.06801004483458391,4.712274088093111,23.919874556732076
